,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
STOM,277,32,2,332,197,545,500,3485,566,138,1338,5,1897,35,12,15500,1274,10,1952,44051,1187,4177,24228,6089
FANCE,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,8290,0,0,0,0
AP3M1,0,0,628,687,181,0,693,0,1949,1238,0,10,1,0,1,0,0,1,142,0,2,1299,0,4218
RYR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1628
PGBD1,0,0,0,0,59,0,0,767,0,0,0,0,94,0,0,0,0,12639,0,2,1,0,0,0
MFSD11,0,0,786,104,275,2,169,0,468,0,233,0,27,291,1,763,4456,4735,73,12169,1,4,0,1
NNT,0,0,3,0,308,0,0,0,0,0,0,0,0,0,0,135,1,3,103,0,0,0,0,1759
SAT1,74,5,6990,1054,3867,18,5374,543,1289,0,1489,16,434,15,13,16688,15868,6026,1515,30,10778,5,11951,15810
NQO2,1,3,0,0,27,4,17,0,450,203,126,0,0,1,1,113,37938,2,428,0,0,0,0,1469
LGALS8,1,2,1007,14,507,4,3842,328,57,1614,1675,8,2148,2,1,18141,411,12,591,125310,4,265,15862,124
IKBKG,1,1,69,0,21,0,262,25,1,2,5,0,0,1118,790,641,124,47,157,4077,1,960,205,217
RAMP3,1523,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLK4,0,0,0,0,95,0,747,4,0,0,1,0,4,367,0,1808,1,0,0,1,0,0,0,0
FBXO33,1,0,0,0,0,0,492,0,0,0,0,0,0,0,1,725,1,0,0,0,0,1,0,524
SLC22A23,0,0,42,1026,148,1,10,218,5,51,0,0,0,0,0,1359,9,1,461,8,0,0,0,4872
CCDC109B,6561,38,2,540,109,0,164,0,62,0,0,0,0,0,1,0,0,0,137,0,0,0,0,0
C1orf63,0,0,0,0,181,221,51,0,1,1,0,1,0,1,2,178,0,319,81,14,0,23,4946,1897
CDC20,0,0,0,0,471,0,0,575,0,0,0,0,0,0,0,0,0,0,956,0,0,255,0,0
ABCC1,0,1,0,0,15,0,7,0,0,0,17,0,0,3395,1,891,301,0,1,2,0,14,0,14
DDX11L2,0,0,0,0,0,0,0,0,0,1,5,0,1,1828,0,7,8,0,0,0,0,0,0,97
ABTB1,447,3,0,0,48,2473,504,102,192,363,58,0,361,0,0,29,0,2,205,0,0,0,3549,2
AKIP1,0,0,0,0,118,0,1,0,0,330,2,0,2,0,0,0,0,0,7,0,0,0,0,3128
SEC23IP,0,0,1785,0,735,0,0,0,254,0,0,2,749,0,0,0,0,0,48,1,1,0,3,3349
INO80,0,0,0,0,134,0,0,0,317,0,3,0,0,0,0,230,0,0,67,669,0,0,177,0
FUBP1,0,0,3,810,0,0,0,0,0,0,0,0,0,0,0,1638,0,0,10,0,0,0,0,0
NOC4L,0,0,0,0,0,0,0,0,148,0,305,0,0,1854,0,0,0,0,11,0,0,0,0,0
FNBP1L,2,3,0,0,11,2,262,88,125,0,141,2,0,0,2,1745,1,412,7,36155,4482,2,1,4966
MMRN1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,106,1,0,0,0,0,0,308,229
C10orf47,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,915,28,0,0,40,0,0,0,172
DDX17,8,13,712,1998,1808,19,1644,1862,1580,1599,207,17,604,348,14,12317,33952,264,2300,20550,20,7,4888,22443
APOBEC3B,3800,29,10,2066,131,0,0,0,0,1296,1,0,635,0,0,0,0,0,72,0,0,54,2,0
MKRN1,19127,136,14,3158,1412,1217,1183,9629,483,1037,9110,19,19801,2,27,11997,30,6049,355,1536,4,4218,5043,6394
BMP6,0,3,426,150,252,6,3,6,11,14,28,0,45,0,2,9343,2075,53,306,2503,20,106,4621,5797
ELMO2,0,0,7,24,25,3,68,1,766,1,540,3,351,1348,0,860,30156,0,136,2,6,0,1,1077
CDYL,4289,19,0,0,6,0,0,3,0,2432,1506,0,87,0,0,0,0,246,39,1,457,104,0,1025
JMJD6,1,1,2,9,81,0,612,5,0,1,0,0,0,0,2,1218,16539,0,70,8,0,0,0,0
CASP3,3,2,193,77,152,1,0,1,68,0,0,0,0,0,2,2103,1,13,1,7870,0,0,0,1435
AXIN1,1,2,4,7,42,0,500,12,54,236,73,0,9,0,1272,562,24066,1,146,1666,0,0,6,26
JMJD8,368,778,69,1053,336,18,857,232,53,165,140,4,3,18910,0,1,0,8,2788,2,4,3,0,1763
FBXO32,0,0,1414,0,228,0,3223,6,28,0,4,0,0,1614,0,0,0,5,155,0,2,0,0,0
SNX19,1454,7,1064,896,376,0,75,178,932,1,73,8,3,29506,1,0,0,1,988,1,6,3,0,1
RRM2,0,0,1,0,104,0,0,0,0,0,0,0,806,215,0,184,1,3,1072,308,0,0,2,311
NPHP3,0,0,0,0,17,0,1,72,0,0,608,2,1,0,0,632,0,0,214,0,2,0,0,702
ZNF692,0,0,0,0,16,3408,97,0,2,0,0,0,0,0,0,0,0,4,857,1,0,0,0,0
PDK2,46,0,0,0,85,0,73,87,35,39,1576,0,0,44,0,0,0,0,6,0,0,0,0,3798
PHF13,0,0,0,0,233,0,29,0,0,0,0,0,0,0,0,696,0,0,2,0,0,0,153,0
PTBP2,0,0,0,0,0,1,0,1,37,301,175,1,2,0,0,115,0,1,19,6399,4,1,0,1512
RPLP0,10469,74,12512,16720,15388,9,21588,2457,18127,5418,19433,312,9249,12,11,0,4,37971,35875,139,35231,106231,46,4
RGS6,1,0,0,60,115,0,0,106,0,0,0,3,27,0,0,2153,0,0,0,0,0,0,0,215
IFI27,0,3,2330,3183,2619,11582,487,627,5526,2632,5315,30,1685,0,2,3,1,7280,17271,38,17562,2,12,0
UBAC2,0,1,63,0,391,0,128,6,209,30,51,1,0,0,2,4185,63,1,71,14061,602,0,2371,451
KCTD20,0,1,48,0,382,11,46,157,1,10,1307,3,278,15,2,6317,455,3,113,706,4951,1,18672,1303
VWA2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2272
HIST1H3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,1722,0,0,0,0
TRAPPC9,5,0,0,0,71,0,149,84,0,61,0,0,0,0,236,1125,0,471,744,0,0,2,0,0
SSR4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0
GTF3C5,0,1,0,10,29,11,1,250,7,1132,2,0,451,163,1,130,1,2,103,4949,0,83,5130,1556
DNASE2,1433,14,0,0,4,0,0,0,0,235,0,0,0,0,0,0,0,0,16,0,462,2309,0,0
TARSL2,0,0,0,0,0,0,0,1,0,126,1,1,0,0,3,0,0,0,268,0,0,0,9330,3
DPF3,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,758,0,0,0,0,0,0,0,394
CDC25B,0,0,7,1320,433,1,665,451,549,9,9,160953,393,3,1,0,3,19,1285,1,7,14603,49,5
DIP2A,0,0,2,443,5,25,221,2,3,1,3,1,609,3,3,2648,2,122,151,26403,0,0,7,8248
NKRF,0,0,0,0,11,0,467,31,88,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2863
ARMC10,0,0,0,1,85,0,1,0,1,0,903,2,2,6668,0,0,0,1,79,0,0,0,2,0
SREK1IP1,10,1,0,0,8,5571,0,0,0,0,0,5,0,8,4,2,0,0,29,0,0,0,0,560
YARS,0,0,109,0,387,0,1113,188,754,698,322,2,1180,25791,0,2,0,1166,2440,1,4,6865,4,692
SIAH2,272,1,939,865,1545,3474,8,4260,1463,2611,5465,13,8032,4,1,1823,2750,2700,99,56,0,1,1317,2633
FAM69B,1,2,2,4,1,0,95,12,277,179,33,3,0,690,53,834,25476,243,454,2130,90,3,272,3303
LIPH,0,1,1069,1,0,0,0,1,72,0,0,1,0,0,0,1324,0,0,29,1470,0,0,0,0
AKAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1960,0,0,0,0
PALM2-AKAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1960,0,0,0,0
SPCS3,2536,8,0,0,10,0,4,7,0,0,0,0,4,0,1,1025,52,1,1,1,0,0,0,0
HEPN1,0,0,0,0,0,0,0,0,0,0,6,0,0,1978,0,0,0,0,0,0,0,0,0,0
KNTC1,0,0,0,0,0,3,1,13,0,0,0,0,0,0,0,3976,0,0,142,0,1,1,0,0
CHST8,0,1,0,0,0,0,0,0,0,0,10,0,0,1671,0,0,0,0,0,17,0,0,0,61
H3F3B,3623,159183,3244,2017,5056,4130,22690,2468,5722,7144,5922,45,4388,15225,42,31420,25208,6639,4365,84154,3599,117,4754,46055
ECI2,4036,25,0,0,659,1,7,26,0,1120,310,0,0,0,1,0,0,3,661,0,0,0,0,0
ECM1,9,0,325,4064,312,0,506,2,767,0,0,5,533,0,0,0,0,92761,37673,3,3,1705,1,0
HEXIM1,1,1,62,122,106,1,4,0,15,286,230,0,5,10,84,1407,1467,0,23,4255,1,0,180,5885
ATXN1L,0,0,42,54,39,0,0,221,1,1,19,3,0,6953,2,85,0,0,231,0,0,1,251,0
MFSD2B,0,319,4,3,40,2,12,1,0,0,2,0,7,4,9,1440,16650,41,19,374,22,1,0,0
ZNF77,0,0,0,0,166,0,0,0,394,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1787
DPY19L1,109,0,1,100,0,0,0,0,119,0,0,0,0,0,0,614,0,0,1,159,0,0,0,0
RAB20,0,0,0,255,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,0,3615
SH3TC2,0,0,0,0,3,5,3,5,0,3,1,2,1,0,9,3982,135,4,0,108,0,1,5,1435
BUB1B,1659,10,0,0,83,0,1,0,0,1,0,0,1,0,0,0,0,0,41,0,3,3362,0,0
HIPK1,0,0,0,271,34,0,172,0,0,1,12,1,20,3732,0,615,1,0,0,0,0,1,0,0
DPH3,0,0,0,0,114,0,496,440,706,4,9,3,0,0,0,0,0,16,7,0,0,0,1,3896
IGSF22,0,0,0,0,0,0,0,0,0,555,758,0,0,916,0,6,0,0,13,0,0,0,0,0
ARHGEF11,1541,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRNP200,0,0,2874,2612,1033,2,772,85,1967,2,143,9,348,40545,0,1881,1808,623,1550,1,11,2997,1,35
C12orf45,3122,16,5,191,58,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0
SUSD4,2433,15,27,572,1,0,0,0,622,954,1323,2,0,1,0,0,0,0,0,0,0,0,0,0
CEP70,0,0,4,339,0,0,0,0,705,740,0,1568,6,0,0,0,0,0,69,0,0,0,2,0
HMGCL,0,0,0,1,1,0,25,0,0,565,0,0,0,0,0,0,0,0,454,0,0,1306,0,1081
KLF6,341,1,5973,5366,5910,1,13376,2521,5120,2136,3017,22,3450,188,4,9699,16,25,6294,13550,416,7,13029,2163
TP53BP1,0,2,0,0,114,0,1,0,0,1,1370,1,857,0,0,446,0,2,802,733,0,1,2,741
DCP2,530,7,0,1,22,0,0,0,0,5,0,0,1,0,0,0,0,0,302,2562,0,37,0,0
TPM4,1543,13,15863,14949,1598,3,1250,745,8293,1475,7462,30,3052,64,7,18381,911,7,1914,64256,614,3925,38016,8754
NENF,8472,49,2,0,2,0,623,18,1,0,0,0,0,0,0,0,0,0,44,1,0,22,0,2
REPS2,5,1,0,42,409,2,0,0,4,24,3,5,2,1,7,2,0,0,2,0,1,0,19086,2955
ITPRIP,0,0,80,91,102,2547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXYD5,65,0,999,1789,7,2,1,5,0,0,1,1,0,23,1,2783,18,3,130,5422,4524,4,4,3537
IFT122,0,3,1,108,5,4,8,384,601,0,2,4,1,0,2,80,39161,4,71,0,0,0,0,0
CCNK,0,0,1,218,242,2,0,1,0,521,63,0,11,22212,0,0,0,1473,239,0,0,2,1,0
DUSP6,0,0,781,0,54,0,4,0,6,0,0,0,528,0,0,88,0,0,1,0,0,0,1,2309
ZNF841,0,0,15,0,0,0,6,0,0,0,0,0,0,0,14,0,0,3668,111,2,0,0,0,1846
PITRM1,0,0,789,0,634,0,6,1,22,2027,472,0,1066,0,2,0,0,0,1464,0,8,1675,6,9318
HBD,28800,192,598,5473,4449,9574,1392,56182,12732,3517,12129,120,41564,25,16,306,38,50,265,59,97,3,175,12
TOLLIP,1116,6,49,0,28,0,29,121,0,0,0,0,0,1,0,345,720,167,81,0,3,1,0,509
GGTA1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,2,0,0,180,0
AGPS,0,0,0,82,777,0,0,0,0,0,0,0,2,0,0,0,0,0,70,32,15349,2245,0,0
ARRDC4,0,1,0,0,0,0,21,0,2,312,3,0,0,2,0,0,0,0,0,0,0,0,35,5397
GALNT6,0,0,1518,3985,797,0,23,6,120,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYB5D2,3053,26,0,0,0,3,268,1,8,0,0,0,0,0,0,6,0,0,0,1,0,5034,0,0
EXO1,2312,10,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOVL7,63,2,0,0,0,0,0,0,0,0,0,0,0,15,0,819,0,0,14,1234,172,2,1,86
C17orf67,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2641,0,0,0,0,0,0,0,0
OR2B2,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,1,198,0,0,0,70
HEPACAM,0,3,0,0,0,0,0,0,0,0,6,0,0,1978,0,0,0,0,0,0,0,0,0,0
NCK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,2,0,0,0,0,481
ZNF564,0,0,0,0,98,0,0,0,0,0,0,3,0,0,0,2228,0,0,2,0,0,0,0,0
LUC7L2,0,1,71,0,200,0,323,175,230,107,2,0,7,0,0,2,0,0,50,1,0,1,4061,3017
NDST2,0,0,246,0,237,0,0,745,194,0,443,1,0,0,0,1168,0,0,2,0,285,369,0,0
CD58,0,0,5,876,0,1,2,0,0,0,0,0,0,0,2,1313,0,0,0,0,0,0,0,89
PGR,5313,31,0,0,4,0,0,0,296,0,132,1,0,0,3,1,0,0,0,0,0,0,0,0
TLK1,59,11,0,0,63,0,193,354,672,2,1,6,8,0,6,4923,591,0,66,1,0,0,1378,1
AKAP9,78,5,0,28,752,25,955,59,1361,554,1017,9,2270,2,42,19995,71290,8,2987,1205,26,17,8,9710
PEG10,3492,23,0,0,0,2,0,4,0,360,0,0,1,0,0,0,0,0,43,0,0,2,0,0
DAAM1,1,1,0,196,125,5,906,2,4,0,3,1,62,256,2,6516,4286,839,147,1190,0,0,0,2016
ZNF182,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2916,0,0,0,0,0,0,0,0
CLDN5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1594,18,0,0,0,0,0,0,14
PLCH1,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,101,1,0,0,0,0,0,0,2818
TMEM201,0,0,0,0,2,2296,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0
ZNF30,0,0,0,0,0,0,0,78,492,0,0,1,2,0,28,131,0,0,22,1,0,0,0,858
CCL5,1060,9,3,152,2,8,60,298,15,0,2,2,3,340,421,2179,4929,1,596,15,6629,7,143,226
ZNF224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2423
ANKRD54,4380,22,507,0,0,0,537,1,508,20,0,1,0,0,0,0,0,2,357,0,0,0,0,0
ZNF425,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,352,27,15458,7918,1,0
TMEM98,0,2477,453,28,198,0,0,0,223,0,0,0,36,0,0,0,0,0,0,0,0,1,0,1
KRT18,10671,52,67460,30312,12263,2,12057,2362,34447,11997,18722,121,9091,1,3,378,3,150176,40861,70,20734,24732,43,4
C6orf62,18,0,18,13,140,0,0,15,0,0,1,0,489,1,0,161,0,0,16,0,1,1,727,3247
HTATIP2,593,3,767,5,476,1,3,2,967,461,0,5,2,0,1,2362,0,1,190,2709,1,1,4815,3
RHOF,0,1,0,1,3,0,25,0,2,1,7,0,0,1,3,1573,4,3,453,669,0,1,86,2939
FAM3B,0,0,1911,989,888,0,105,0,24,0,0,0,0,0,0,0,0,407,10122,3,4,3775,0,0
FAM176C,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1111,1,11,2,3,5528
DCK,0,0,0,0,7,3,2,0,0,0,0,0,0,0,0,793,138,0,1,0,0,0,0,86
DDIT3,0,0,858,159,69,0,1172,384,11,0,0,0,24,0,0,331,0,9922,254,1,2,122,0,1360
PPFIA1,8806,55,139,1276,16,3,3816,722,40,0,1,0,549,1,2,1366,3,1170,329,0,0,0,2,1456
STRADB,343,8,28,267,1258,4290,536,2176,793,35,2039,8,6248,4,15,294,95961,0,336,20,1897,0,20,5618
GCOM1,5,0,0,32,5,2,15,0,0,948,1,0,1,158,0,346,2219,0,2,162,0,0,1,317
KCMF1,5369,34,966,43,389,642,39,10,1634,3435,2058,12,598,0,8,3525,4,3,673,17565,0,8,1,0
PATL2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,12,121
ZNF689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,0,0,0,17
SCAND2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,660,0,0,1,16,0,0,0,0,0
FECH,1849,11,5,1408,588,6691,1005,4419,318,1100,3091,10,11240,3,1,3,6,0,2,1,1,1,39,0
LOC153684,0,0,0,0,0,0,0,0,0,0,5,0,0,1604,0,0,0,0,0,0,0,0,0,0
GK,0,0,0,0,30,0,2,119,0,3,0,0,0,0,0,2594,1,0,14,0,0,0,0,0
BBX,2564,14,13,1194,145,0,488,682,1367,230,1752,9,149,47,0,4825,2,2,320,0,2,2,0,1438
MGST3,1643,11,1104,885,285,0,10,407,59,1428,4,0,0,0,0,0,0,0,1,1,0,1,0,1
GPNMB,0,0,0,0,0,0,607,10,0,0,0,0,0,2,0,0,0,31153,3666,1,1,3,0,0
ANKRD37,5003,19,19,0,0,1,18,0,11,938,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LEPROT,0,1,1,2,427,3,298,340,47,61,58,2,0,0,0,3679,217,0,27,13,0,3,2629,1073
SLBP,21,3,1355,0,156,345,5,4,88,251,1098,10,126,0,1,8037,4,2,411,0,0,1,42055,51
LY6K,0,0,0,0,0,0,3440,142,0,0,0,0,0,0,0,0,0,2,524,0,0,0,0,0
LOC283070,0,0,0,0,0,0,774,578,125,2,16,2,29,8064,1,1,1,0,0,0,0,0,0,1
ZNF319,0,0,3,0,0,0,0,433,0,254,2,0,519,390,0,0,0,1,0,0,0,1,2,0
TBC1D13,0,0,0,0,365,0,120,3,0,2,0,0,0,0,0,0,0,2,702,1,0,0,4695,6
BROX,0,0,0,0,68,0,4,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,3497,22
PPP1R3D,0,0,0,0,0,0,6,35,0,0,0,0,0,0,0,0,0,0,97,0,1,515,0,1440
ZNF92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672
DACT1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,0,0,0,0
ZNF565,0,0,1,0,114,0,0,0,1,0,2,0,0,2589,0,0,0,4,669,34,0,0,1,0
PTCH2,0,0,0,0,0,1157,0,0,0,0,0,0,0,0,0,0,0,581,0,1,0,0,0,0
PANX1,0,0,18,1,0,1,323,3,0,0,0,0,0,0,0,3529,3,2775,146,0,0,42,0,638
GRHL2,6512,46,0,0,12,2,1,1,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0
LGALS3BP,0,0,1306,2700,1476,0,70,21,9395,5752,4460,33,2453,0,0,0,0,242,16144,34,13244,1558,12,1
FAM65A,0,0,0,0,80,0,7,0,69,0,464,0,376,0,0,1068,0,0,5,0,0,0,308,63
ISCA2,0,0,838,81,266,0,0,392,43,29,0,1,0,0,0,0,0,0,193,1,0,0,0,2897
LCA5,0,2,0,0,137,1,1,0,0,0,0,2,0,0,0,490,1,0,0,0,0,0,0,1353
DLEU1,0,0,3,925,8,0,0,1,0,0,0,0,1,0,0,2876,0,0,0,0,0,0,1,0
C18orf1,0,0,0,0,32,0,0,0,440,0,0,2,0,0,0,0,0,0,0,1,298,0,1,4572
AP2A2,2230,13,395,272,255,0,4,21,416,657,1,18178,144,2,0,0,0,0,462,0,10,2,6,1
SGMS1,0,0,1,0,359,2,0,0,0,0,0,0,0,0,0,1372,91,0,33,0,1,0,0,0
TAF12,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,210,0,0,335,0,1788
DENND2C,0,0,851,0,257,0,0,0,236,2,757,2,0,0,0,297,0,0,11,1,0,0,0,1065
COL25A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404
ASF1B,3382,21,0,12,140,123,0,0,0,0,0,0,136,0,0,0,0,1,275,0,0,326,1,0
TRPC4AP,0,0,135,92,62,2,598,592,64,0,347,0,220,0,0,7,6343,3,862,0,0,1,0,939
PITHD1,7228,34,9,1030,1235,25,950,1456,0,0,768,2,846,964,2,2048,158,3,211,248,0,143,3,3226
SAV1,1,4,4,20,500,3,102,4,0,167,1,3,3,0,261,6674,1,45,156,27,1,308,5584,11657
IFNGR1,0,0,0,6,61,3,1,0,0,0,0,4,5,0,0,1120,473,0,0,366,0,0,0,16
ADAM10,0,0,0,1,0,0,64,0,259,0,0,1,0,0,0,2484,0,0,0,0,0,0,0,0
CYB561,0,0,3,468,683,0,447,4,1732,1524,1060,5,733,0,1,0,0,47844,27835,44,8729,20809,2,0
CEP68,0,0,0,0,0,0,0,0,0,1,0,1,0,52,0,0,0,3093,1,0,0,0,0,372
OGT,0,2,998,1,546,2,1865,294,251,915,0,3,352,2,0,0,3,4,158,36617,1,421,0,2535
CXCR4,0,0,0,0,0,0,90,1,0,0,1,4,0,0,0,46,0,0,2,0,0,0,0,2371
RRP1B,0,0,0,7,108,1,1,1,267,1,0,63406,168,6,0,1,0,2,360,2,8,7424,9,7
SLC25A39,1554,143,618,4209,802,10952,3200,18276,1865,4359,9042,13,20325,2,11,3132,18,3017,1223,519,1,2,77,1
SEC14L5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2402,12,0,1,49,0,0,0,8
PPM1G,6,0,1123,3295,967,0,13,0,3681,2950,1447,13,10,42654,0,1,1,11960,6165,4,1332,89,1,2
TMEM104,0,0,75,0,2,1,0,0,266,320,415,1,0,0,0,1694,1,0,1,0,1,0,2577,1
MAP4K3,0,0,0,19,0,0,46,0,88,0,0,19028,23,0,0,2,0,43,143,0,0,0,1,1
KDM3A,0,1,3,219,256,2,17,1,338,2,33,4,80,5669,1,40,0,2,12,6283,0,1,2830,908
CD84,1,2,5,665,0,14,2,1,2,0,1,3,0,0,0,5357,12,1,0,2,1,0,0,2178
RSPH1,4788,24,0,0,99,1,15,0,1,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0
PCSK7,0,0,349,0,76,0,0,0,0,0,0,1,0,0,0,0,0,3982,132,0,0,0,0,841
YPEL2,0,0,0,0,113,0,0,1,1,326,0,0,0,0,0,331,1,0,0,0,0,0,118,303
TBC1D3,0,0,11,0,0,0,1,1,1,0,0,0,262,0,0,536,1,0,5,5578,0,0,1,21
STAT5A,0,0,0,0,322,2,0,3,0,0,0,0,0,0,0,1546,0,0,0,0,0,0,0,0
SLC24A3,0,0,11,3,157,0,575,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2345
EFHD1,7089,36,918,1194,795,1,4672,13,0,0,0,0,0,0,1,2,0,520,2056,4,6,5,0,0
PARS2,0,0,0,110,84,0,0,0,0,1,523,0,0,0,0,0,0,0,0,0,0,0,0,1045
ANTXR2,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,98,0,0,0,0,0,3,0,1806
SPG20,0,0,0,0,152,0,1,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,1,2918
NT5C2,0,1,1,1,35,12,41,0,5,0,1,0,0,0,3,1673,1,3,35,27477,0,9,0,11
VPS39,0,1109,0,0,39,0,49,0,40,0,98,0,0,0,0,285,0,420,723,0,0,0,0,0
MGST1,0,0,1498,1277,638,0,82,1,0,4326,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OPN3,658,5,0,0,285,0,1343,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SPRY1,0,2,3,0,27,0,0,1,0,0,9,1,0,3091,1,5,0,0,0,0,0,0,2056,4
SULF2,0,0,675,613,1,0,409,325,0,0,1466,0,590,0,0,0,0,0,0,1,0,0,0,0
CISH,0,0,3,396,1,0,2,0,20,102,13,1,5,4628,0,1313,30,1050,173,0,0,0,0,0
PRUNE2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,23,0,1,2,0,0,1,0,2504
MOSPD1,0,0,0,0,219,0,0,622,0,0,1,0,1095,0,0,0,0,0,0,0,0,0,4,0
DAPK1,0,0,0,16,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,85
DDHD2,0,0,0,0,220,0,912,3,313,0,1,1,0,0,0,0,0,0,9,0,0,10,0,3961
HMBOX1,4980,30,48,1158,406,2,877,2,0,0,0,0,0,0,0,1,1,1,652,0,0,0,0,0
ZYX,0,2,2395,3704,108,3,1425,1178,805,695,1540,5,561,0,7,3786,30667,3590,1003,3,236,0,3,7085
EZH1,29,1,0,0,254,0,1,1,0,0,0,0,709,0,1,1595,0,0,4,0,0,0,2,789
INSIG1,0,0,2,1,485,3,556,3,359,33,0,6,2,0,0,1273,0,4,966,59363,397,9,2,36
C17orf110,0,0,0,0,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2954
DUSP11,0,0,743,0,74,1,0,0,85,1,5,1,0,0,0,31,10330,0,0,0,0,0,0,11
KIAA1211,0,0,0,0,1,0,0,0,92,0,0,0,0,0,1,4522,1,0,9,0,0,0,0,0
ZNF529,0,2,0,240,140,1,1,0,0,0,0,0,0,2,0,77,0,0,1,1615,0,0,1053,1
STXBP2,1,2,86,43,122,0,129,7,319,1,943,2,601,2663,692,3418,16161,719,461,173,42,0,306,3540
TRAK2,2,1,17,0,138,3,1,2045,76,0,0,3,1102,0,0,1076,5219,0,3,13,8711,0,2,9
B3GNT2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,470,0,3,2,0,0,0,0,202
CSRNP1,14,1,951,932,201,0,1616,4,13,118,1435,0,1,0,0,1754,0,8,102,5590,1,0,0,0
RAB6A,1,0,101,195,871,752,1736,530,0,1,1,0,2,1,0,1,0,3,128,2650,1182,1396,0,147
FAM83A,0,0,0,1,6,15,0,88,6,0,2,0,44,3,0,0,0,11,2470,12474,4,4113,2,0
LSM1,1759,12,0,0,370,1,42,3,0,0,0,1,2,0,3,0,0,7,51,0,0,0,0,2388
TMCO3,0,0,417,574,336,0,41,21,576,92,0,0,1,0,0,211,2580,0,500,0,1,0,0,0
SERHL2,0,0,546,0,2,0,0,0,0,0,0,0,1,0,0,2,0,30317,4878,11,783,47,0,0
