,Patient#1_CL#1,Patient#1_SC#1,Patient#2_SC#1,Patient#3_SC#1,Patient#4_SC#1,Patient#5_SC#1,Patient#2_CL#1,Patient#5_SC#2,Patient#6_CL#1,Patient#6_SC#1,Patient#7_CL#1,Patient#7_SC#2,Patient#8_SC#1,Patient#9_CL#1,Patient#9_SC#1,Patient#7_SC#1,Patient#5_CL#1,Patient#4_SC#1,Patient#4_CL#3,Patient#4_CL#1,Patient#4_CL#2,Patient#3_CL#1,Patient#10_SC#1,Patient#10_CL#1,Patient#10_CL#2,Patient#8_CL#1,Patient#8_CL#2,Patient#8_SC#2,Patient#8_SC#3
eg:140870:chr20:m,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:140873:chr20:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:140875:chr20:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:140876:chr20:m,4,23,38,1184,12,75869,36,84,22,25,2406,145053,44335,16124,18786,18087,493,10,268,4,4,24,155,382,183,6095,0,1322,0
eg:140880:chr20:m,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:140881:chr20:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:140883:chr22:m,0,0,0,0,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:140885:chr20:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eg:140886:chrX:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:140890:chr5:p,631,5,0,0,2,67,6,1,0,0,18,0,14,5,990,57,1,26,276,14,30,5,569,936,1,4,623,1,995
eg:140893:chr20:m,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0
eg:140894:chr20:p,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
eg:1409:chr21:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:140901:chr20:p,0,1,1,0,0,0,0,0,2,0,0,1,2,0,0,0,1,63,0,48,0,0,39,1112,131,13,386,342,0
eg:140902:chr20:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:140947:chr5:m,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:141:chr3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1410:chr11:m,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,452,0,0,0,1731,0,0,0,0,0,0,0
eg:1411:chr17:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1412:chr2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eg:1413:chr22:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1414:chr22:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
eg:1415:chr22:p,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,342,0,0,0,0,0
eg:1417:chr22:p,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
eg:1418:chr2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1419:chr2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eg:142:chr1:m,1,2,2,1,3,0,0,0,2,1,0,1,0,3,3,0,0,154,0,58,0,111,465,59,175,30,210,1,5
eg:1420:chr2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1421:chr2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:142678:chr1:p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
eg:142679:chr2:p,0,0,0,0,0,0,0,0,0,0,2,1,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:142680:chr9:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:142683:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:142684:chrX:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:142685:chr7:p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:142686:chr3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,25,0,0,0,0,0,0,1,0,0
eg:142689:chrX:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1427:chr3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
eg:1428:chr16:m,0,0,0,1,0,4,4,2,0,0,0,1,1,2,5511,1611,4,0,0,0,0,6,2,2,3,0,0,0,0
eg:142827:chr10:p,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:142891:chr10:p,0,0,0,0,3,0,0,0,0,2,0,0,0,0,41,12,0,3,56,672,0,39,215,66,1,0,673,0,0
eg:1429:chr1:m,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,4,0,0,0,2,0,0
eg:142910:chr10:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:142913:chr10:p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
eg:142940:chr10:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,1,0,0
eg:143:chr13:m,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,347,0,147,0,0,0,0,0,0
eg:143098:chr10:m,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,2,0,0,0,1,0,5,104,0,0,1,27,0,0
eg:1431:chr12:m,24,0,0,104,8,34,0,0,0,0,2,0,2,1,0,0,5,1,39,1367,77,347,1063,396,1098,1554,823,9,3
eg:143162:chr10:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:143187:chr10:p,0,0,14,0,0,0,0,0,2,0,1,0,0,6,6,7,0,1830,0,0,1,0,44,0,0,16,236,0,0
eg:143188:chr10:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1432:chr6:p,0,0,2,20,0,0,0,0,1,2,0,1,565,289,30,4400,1,0,0,10,0,6,665,0,0,5,623,5819,952
eg:143241:chr10:m,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
eg:143244:chr10:p,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0
eg:143279:chr10:p,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0
eg:143282:chr10:m,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
eg:143379:chr10:m,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0
eg:143384:chr10:m,0,0,0,1,5,0,0,0,0,0,2,2,0,0,0,0,1,6,0,598,0,224,281,447,24,1,135,465,143
eg:1434:chr20:p,0,0,1,606,3,0,2,3,4,1,3,2,23,2,0,0,6,1075,0,807,242,1478,780,57,148,7,2313,13882,23
eg:143425:chr11:p,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,472,0,0,0,0
eg:143458:chr11:p,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
eg:143471:chr18:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:143496:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1435:chr1:p,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,34,0,0,0,0,0,21,33,0,0,0,0,0,0
eg:143501:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:143502:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:143503:chr11:p,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:143570:chr11:m,0,1,0,2,1,0,1,1,7,0,0,0,12,0,0,1,2,0,0,0,1,797,252,0,70,0,38,1,0
eg:1436:chr5:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:143630:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0
eg:143662:chr11:m,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,30,0,0
eg:143666:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,11,0,0,0,0,31,0,14
eg:143678:chr11:m,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:143684:chr11:m,1,0,87,2,0,0,0,0,1,2,0,0,0,0,5,5,0,0,0,0,0,0,4,0,0,0,7,4,1
eg:143686:chr11:m,0,0,5,1,3,2,2,1,0,0,0,1,0,6,2,0,0,2179,1132,13,0,0,0,0,0,0,0,0,0
eg:143689:chr11:p,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0
eg:1437:chr5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1438:chrX:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1438:chrY:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:143872:chr11:p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0
eg:143879:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,1,4,0,0
eg:143884:chr11:m,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26,0,0,92,12,0,0
eg:143888:chr11:m,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
eg:1439:chr22:p,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:143903:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:143941:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1440:chr17:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144097:chr11:p,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,17,0,0,0,32,63,79
eg:1441:chr1:m,0,0,0,39,2,0,1,0,0,0,0,0,0,0,0,0,0,155,0,0,0,1,0,0,0,0,152,0,0
eg:144100:chr11:m,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1230,0,0,0,0,0
eg:144108:chr11:m,0,0,0,642,2,0,0,0,0,0,0,1,0,0,1,0,3,29,6,331,6,1,84,99,0,2,106,12,0
eg:144110:chr11:p,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1027,96,0,0,414,0,319,501,0,0,0,0,42,0,0
eg:144124:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144125:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144132:chr11:p,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,3
eg:144165:chr12:m,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
eg:144193:chr12:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0
eg:144195:chr12:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,11,0,0,0,0,0,0
eg:1442:chr17:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144233:chr12:m,0,0,0,0,0,0,0,0,0,2,0,0,0,38,0,3,0,5,0,3,0,0,0,0,0,0,0,0,1
eg:144245:chr12:p,0,0,0,0,0,0,0,0,0,4,0,0,0,3,29,0,0,12,1,21,0,0,0,0,0,0,0,0,1
eg:1443:chr17:m,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144321:chr12:p,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144347:chr12:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144348:chr12:p,0,1,0,670,7,1,9,5,1,3,0,5,6148,1605,2495,226,5,697,60,608,566,1258,668,67,317,32,792,3,3401
eg:144363:chr12:p,1,0,0,0,0,1,0,0,2,3,1,1,0,0,0,0,0,0,0,0,1,0,45,0,0,0,0,0,0
eg:1444:chr17:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144402:chr12:m,0,0,0,0,0,0,0,0,1,0,1,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144404:chr12:p,0,1,0,0,0,9,0,0,4,1,6,4,669,89,2934,1562,0,146,7,2,1,25,17,0,1,4,610,0,1
eg:144406:chr12:p,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,89,1,0,0,0,0,1,0,2,1
eg:144423:chr12:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144448:chr12:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144453:chr12:m,0,1,3087,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0
eg:144455:chr12:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144486:chr12:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1445:chr15:p,0,0,1,23,0,0,3,0,0,0,0,0,2,0,35,0,0,0,238,0,0,0,127,0,5,0,45,261,1
eg:144501:chr12:m,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,6,63,37,2,2,424,296,1325,800,283,216,0,1
eg:144568:chr12:p,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
eg:144571:chr12:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
eg:144577:chr12:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,22,0,0
eg:1446:chr4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144608:chr12:p,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144699:chr12:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1447:chr4:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
eg:144715:chr12:p,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,2,0,20,39,11,3,1,17,0,1,0,0,0,0
eg:144717:chr12:m,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,6,0,1,206,0,0
eg:144742:chr12:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144776:chr13:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1448:chr4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144809:chr13:p,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:144811:chr13:p,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
eg:144983:chr13:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0
eg:145165:chr13:p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,0,0,0,0,1,0,0
eg:145173:chr13:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1452:chr5:m,1896,17,5,7,13,2,5,2,39,4,2,3,11349,2,88,1975,4,279,343,2894,5428,1269,1056,1955,1399,1263,965,4,4
eg:145200:chr14:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
eg:145226:chr14:p,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eg:145241:chr14:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:145258:chr14:m,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,1,17,0,0,0,0
eg:145264:chr14:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:145270:chr14:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:145282:chr14:p,1,3,0,0,7,1143,7,38,1,0,3,6,122,683,322,205,3,139,36,24,184,8,107,6,144,42,112,0,21
eg:1453:chr17:m,12,0,0,137,5,3,1,1,14,0,0,1086,0,36,1,260,8,70,1,824,13,602,545,1165,135,9222,1305,152,2576
eg:145376:chr14:p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
eg:145389:chr14:p,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78,0,0,0,0,0,0
eg:1454:chr22:m,0,0,0,385,0,0,0,0,0,0,0,116,0,0,51,0,0,102,171,688,2,126,6,357,0,1,89,0,0
eg:145407:chr14:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
eg:145447:chr14:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
eg:145474:chr14:p,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:145482:chr14:p,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,266,0,4,0,1,0,0,0
eg:145483:chr14:m,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:145497:chr14:p,0,0,0,0,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1455:chr19:p,58,0,0,0,0,0,0,0,0,0,1,0,263,0,1,2,0,0,0,13,0,0,1,0,0,18,21,0,0
eg:145501:chr14:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
eg:145508:chr14:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:145553:chr14:m,0,0,0,0,1,31,0,0,0,1,0,0,0,1,0,0,0,19,1,21,1323,0,55,253,83,437,23,0,0
eg:145567:chr14:m,0,0,1,190,0,0,6,3,2,1,1,57,81,649,4301,1018,2,1,1,1,0,1,9,1,395,0,0,2,0
eg:145581:chr14:p,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1456:chr5:p,0,0,0,0,142601,12,71,41,2,1,0,1,0,32,8,0,0,359,4,240,7,7,136,59,0,0,0,0,0
eg:145624:chr15:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:145645:chr15:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1457:chr20:m,2874,16,0,105,0,1,0,1,0,0,0,0,3,5,0,1,0,728,26,164,846,0,155,114,0,0,151,146,2
eg:145741:chr15:p,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,1
eg:145748:chr15:m,0,1,0,0,0,15,0,0,0,1,1,1,0,0,0,282,1,455,0,0,0,305,59,0,0,0,9,0,0
eg:145773:chr15:p,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0
eg:145781:chr15:p,5,0,2,0,0,158,3,2,3,2,0,2219,162,1,317,346,3,1,1,0,948,15,5,0,32,0,2,0,0
eg:145783:chr15:m,0,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
eg:145814:chr15:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:145820:chr15:p,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
eg:145837:chr15:p,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,64,1,447
eg:145845:chr15:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:145853:chr15:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0
eg:145858:chr15:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:145864:chr15:m,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eg:145873:chr15:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,807,0,0,0,0,0
eg:1459:chr16:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,3,0,0,0,0,0,3,1,0,369
eg:145942:chr15:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:145946:chr15:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:145957:chr15:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:145978:chr15:p,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0
eg:146:chr20:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1460:chr6:p,6172,46,2,441,10,2,5,3,0,3,0,2,0,13,2,143,8,2246,1875,2528,2932,2598,357,233,2314,10,3833,18,1067
eg:1460:chr6_cox_hap2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1460:chr6_dbb_hap3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1460:chr6_mann_hap4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1460:chr6_mcf_hap5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1460:chr6_qbl_hap6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:1460:chr6_ssto_hap7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:146050:chr15:m,0,1,0,1,1,1,11,6,0,0,3085,2,3,5023,5133,1315,38,0,1,2,0,0,3,300,0,0,99,0,0
eg:146057:chr15:m,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:146059:chr15:m,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,28,0,165,0,0,2,625,0,0
eg:146167:chr16:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:146177:chr16:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
