	BRx-129-2--9-29	BRx-139-1	BRx-170-1	BRx-170-2	BRx-172-1--9-30	BRx-129_2_111814	BRx-136_1_123014	BRx-136_2_123014	BRx-146-1--4-16-15	BRx-16_1_102214	BRx-16_1_120314	BRx-16_2_102214	BRx-16_2_120314	BRx-16_3_120314	BRx-172_1_111114	BRx-172_1_120114	BRx-172-1--4-16-15	BRx-172_2_111114	BRx-172-5--11-11-14	BRx-183_1_031015	BRx-183_2_031015	BRx-183-3--3-10-15	BRx-183_4_031015	BRx-183_5_031015	BRx-183_6_031015	BRx-183-7--3-10-15	BRx-111-1--10-08-15	BRx-111-1--10-19-15	BRx-111-2--10-08-15	BRx-111-3--10-08-15	BRx-131-1--09-15-15	BRx-132-1--06-09-15	BRx-146-1--08-06-15	BRx-16-3--09-09-15	BRx-16-4--09-09-15	BRx-172-1--02-01-15	BRx-172-1--06-25-15	BRx-172-1-08-04-15	BRx-172-1--08-18-15	BRx-172-1--08-25-15	BRx-172-1--09-09-15	BRx-172-2--07-07-15	BRx-172-2--08-25-15	BRx-172-3--07-07-15	BRx-180-1--06-12-15	BRx-180-1--07-02-15	BRx-213-2--08-26-15	BRx-213-3--08-26-15	BRx-245-2--09-04-15	BRx-42-1--10-20	BRx-42-1--9-14	BRx-42-1--9-22	BRx-42-1--9-29	BRx-42-2--9-14	BRx-42-2--9-29	BRx-42-3--9-29	BRx-82-1--9-15	BRx-82-1--9-29	BRx-82-2--9-15	BRx-82-2--9-29	BRx-82-3--9-15	BRx-42_1_110314	BRx-42_2_110314	BRx-82_1_012015	BRx-82_1_030915	BRx-82-1--11-13-14	BRx-82-1--1-12-15	BRx-82_2_030915	BRx-82-2--11-13-14	BRx-82_3_030915	BRx-82_5_030915	BRx-82_6_030915	BRx-82_7_030915	BRx-82-8--3-9-15
FAM160A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	92	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	16	57	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	20	0
FAM160A2	0	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	0	0	0	7	0	135	0	6	70	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1	6	5	0	20	0	0	0	0	0	0	0	20	0	109	0	0	28	0	0	90
FAM160B1	0	0	0	447	0	0	0	114	0	405	68	25	0	12	88	494	26	157	122	0	0	116	16	0	211	161	0	0	0	0	3	0	0	0	0	0	669	0	0	25	54	0	87	0	38	1	0	81	0	0	0	67	88	0	131	90	5	30	210	0	0	21	0	47	139	484	0	0	0	0	11	46	240	26
FAM160B2	0	0	0	0	0	0	0	49	0	0	3	0	0	0	0	0	0	0	0	0	2	0	183	0	181	149	0	0	0	0	0	2	193	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	124	0	0	26	0	13	0	0	0	0	0	0	0	4	0	107	63	22	192	364	0	0
FAM161A	0	4	0	5	0	2	2	61	0	13	18	1	0	0	3	15	2	19	5	1	14	28	23	0	5	30	1	2	0	4	95	46	1	33	6	2	16	156	14	1	31	0	65	0	566	6	53	46	19	0	11	6	9	7	5	34	3	58	18	10	1	13	1	1	0	2	0	11	5	3	32	9	2	0
FAM161B	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	4	1	2	0	39	78	0	0	0	0	3	0	1	7	0	4	16	4	7	1	0	0	0	0	226	0	5	3	1	0	2	0	1	6	192	4	0	1	0	0	0	4	0	0	0	0	0	0	1	0	4	232	0	1
FAM162A	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	103	0	50	71	161	22	0	31	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	114	56	45	166	22	134	0	0	0	0	0	0	140	1	546	161	1	234	129	120	152	117
FAM162B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM163A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM163B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM165B	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	56	0	10	54	9	0	1	0	9	201	0	0	0	0	0	1	0	1	1	0	8	0	23	0	4	0	0	0	0	0	0	10	1	27	0	19	1	0	0	1	0	0	1	0	193	44	0	31	56	227	0	0
FAM166A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM166B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM167A	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
FAM167B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM168A	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	1	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
FAM168B	0	0	0	0	0	0	1	72	0	6	0	66	0	0	1	34	0	0	62	0	3	4	141	11	195	149	0	0	0	0	0	124	132	0	0	0	0	127	4	0	0	0	8	0	25	1	0	0	0	0	172	0	95	24	207	135	19	56	10	0	10	0	0	0	0	15	673	0	45	95	0	0	51	74
FAM169A	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	209	0	0	0	0	0	0	0	0	0	0	0	24	11	0	0	0	0	0	0	13	3	6	34	4	0	0	0	123	50	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
FAM169B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM170A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM170B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM171A1	0	17	0	0	0	0	0	0	0	0	10	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	0	0	51	0	0	0	0	0	0	0	0	0	216	0	6	45	27	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
FAM171A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
FAM171B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
FAM172A	0	0	0	0	0	5	0	107	0	0	67	26	1	0	0	4	0	0	0	0	101	44	77	38	33	45	0	0	0	0	4	4	117	0	0	109	139	85	6	0	0	0	0	0	40	0	0	0	0	0	108	17	35	12	106	95	60	3	6	0	1	0	0	100	4	123	0	49	167	189	69	72	7	0
FAM172BP	0	0	0	2	0	0	0	2	0	2	2	1	0	0	0	3	0	4	0	0	6	12	9	0	2	9	4	0	1	0	15	0	0	9	2	0	0	4	5	0	1	1	1	0	73	1	6	2	3	0	2	0	2	0	2	2	0	2	3	0	0	2	0	0	1	1	0	1	0	1	7	4	0	1
FAM173A	0	0	0	0	0	0	19	54	0	0	0	0	0	0	0	8	0	0	0	0	120	0	40	43	306	117	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	19	0	0	25	0	157	0	0	0	0	0	0	10	46	73	31	0	68	208	104	124	52
FAM173B	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	121	0	24	0	138	126	0	17	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	67	165	0	40	22	0	0	0	0	0	0	0	0	2	0	11	143	165	6	0
FAM174A	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	85	0	0	19	0	47	8	172	0	127	172	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	103	62	21	147	0	32	10	0	0	0	0	0	18	0	684	81	0	46	41	173	237	150
FAM174B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	635	0	161	93	261	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	101	110	22	264	212	0	175	0	0	0	0	0	0	62	1	456	70	17	30	586	50	153	55
FAM175A	0	0	0	0	0	0	0	0	0	0	0	75	0	1	0	39	0	0	0	0	118	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	2	63	0	0	7	30	1	2	36	47	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	49	112	0
FAM175B	0	0	38	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	194	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	124	17	3	13	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0
FAM176A	0	0	0	0	0	0	4	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	17	0	0	109	0	100	46	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
FAM176B	0	0	3	8	0	0	9	22	0	33	0	42	0	0	0	0	0	1	14	3	38	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	114	0	0	64	0	0	9	0	25	0	0	0	9	0	0	0	19	0	49	0	9	0	38	18	0	0	5	40	0	0	20	0	0	0
FAM177A1	5	2	0	1	0	1	53	137	4	114	5	33	7	0	21	89	5	15	165	104	262	11	336	92	338	202	5	0	0	2	8	86	385	53	2	119	12	9	2	7	13	0	18	180	159	2	3	4	3	0	9	36	64	60	66	123	3	18	178	0	1	3	0	0	73	182	517	14	0	88	112	20	137	107
FAM177B	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM178A	0	0	0	0	0	0	0	112	0	0	82	4	0	0	6	0	0	0	0	0	258	1	66	0	273	83	0	1	0	0	114	36	0	134	8	0	0	0	0	0	1	0	214	0	0	0	0	0	80	0	356	0	35	0	74	38	0	42	2	0	0	5	0	0	7	138	0	36	0	0	21	107	129	54
FAM178B	29	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	19	0	0	0	0	10	0	0	0	0
FAM179A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM179B	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	14	0	0	0	0	387	155	197	0	135	275	0	0	0	0	0	0	0	1	0	0	0	125	0	0	0	0	0	0	12	0	0	0	0	0	41	95	40	11	146	103	0	16	23	0	0	0	75	0	4	165	341	0	0	0	0	267	0	189
FAM180A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	56	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM180B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM181A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM181A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM181B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM182A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM182B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	4	1	0	0	0	0	0	0	0	9	0	15	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FAM183A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM183B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM184A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	195	0	0	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	65	93	0	0
FAM184B	0	0	0	8	0	0	0	0	0	2	8	0	0	0	0	0	0	0	5	0	0	0	8	0	0	1	0	0	0	0	0	6	0	7	15	42	28	1	0	0	7	0	0	0	33	0	19	2	2	0	0	0	6	0	0	16	0	0	8	0	0	0	0	0	0	0	0	0	0	0	15	2	92	0
FAM185A	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	1	0	28	4	0	1	8	166	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	54	4	0	6	0	0	3	0	0	0	0	66	0	0	0	0	2	12	0	41
FAM186A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM186B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0
FAM187B	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM188A	0	0	0	0	0	84	0	0	0	0	0	81	0	0	0	4	0	0	0	0	1	31	20	16	190	74	86	0	0	0	1	27	0	0	0	0	583	0	0	0	0	0	0	0	63	0	0	0	0	0	0	4	65	0	97	84	0	59	23	0	0	0	0	2	66	57	0	0	0	123	9	0	48	73
FAM188B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0
FAM189A1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	71	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM189A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM189B	0	0	0	0	0	1	24	121	0	17	0	0	0	0	0	12	0	0	0	0	5	0	0	0	4	89	0	0	0	0	0	198	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	4	1	0	0	5	6	8	2	14	7	6	0	20	0	0	0	0	40	214	0	0	80	48	7	0	17
FAM18A	0	0	0	8	0	0	0	1	0	2	2	8	0	1	0	3	0	4	0	0	0	3	0	0	0	2	0	0	0	2	3	0	1	5	0	0	3	2	1	0	0	0	5	0	184	0	1	2	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0
FAM18B1	0	0	6	27	0	53	0	157	0	101	1	132	0	0	24	125	0	0	45	0	260	0	100	77	87	212	0	0	0	0	1	88	126	3	17	110	0	26	0	8	0	0	0	730	1	0	0	0	0	0	3	0	19	2	86	79	51	90	259	0	3	0	0	41	143	122	209	121	80	0	149	160	163	145
FAM18B2	0	5	0	5	0	6	0	3	0	11	3	2	0	2	0	43	1	16	15	0	12	27	12	0	4	13	13	1	1	0	39	5	5	20	22	3	11	52	7	1	16	0	26	6	371	7	21	38	14	0	18	0	5	9	6	22	1	2	32	0	0	1	1	1	4	4	3	5	6	1	27	28	9	2
FAM18B2-CDRT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM190A	0	0	0	0	0	0	0	36	0	0	3	0	0	0	0	63	0	0	0	0	223	44	33	0	1	223	0	1	0	0	0	0	0	0	43	0	0	0	7	1	0	0	0	0	2	0	0	1	0	0	0	24	40	0	50	160	0	0	5	0	0	0	0	0	46	33	0	101	261	211	0	132	0	0
FAM190B	0	3	10	459	0	101	12	288	0	248	5	41	0	0	2	66	0	259	60	0	375	12	338	156	665	514	0	4	0	2	39	393	9	14	3	7	464	7	5	22	2	6	18	0	877	1	10	32	9	0	6	0	135	131	3	119	1	16	85	0	9	53	0	0	152	112	0	1	174	277	36	72	51	38
FAM192A	0	0	0	61	0	19	0	115	0	152	20	62	0	0	72	116	0	0	30	70	23	0	96	0	132	90	0	0	0	0	3	483	0	0	0	297	0	54	0	10	0	135	57	165	0	0	0	0	0	28	82	0	47	100	184	196	22	65	73	0	11	0	0	11	44	150	0	146	6	238	38	428	119	7
FAM193A	0	0	4	0	0	0	0	14	0	137	0	0	0	0	0	253	0	52	49	0	104	32	159	4	138	96	0	0	0	0	1	74	0	0	0	0	0	0	0	44	496	0	98	0	6	0	69	543	1	0	0	0	46	0	38	63	0	79	129	0	0	0	0	227	0	38	7	69	0	203	152	290	0	1
FAM193B	0	0	0	0	0	0	0	62	0	10	2	5	0	0	1	1	0	36	0	0	22	30	136	0	1	145	0	0	0	0	0	7	0	0	17	0	0	48	0	0	0	0	330	0	1	53	0	1	53	0	0	0	0	0	5	19	3	13	135	0	0	0	0	0	0	114	0	7	0	9	63	7	0	355
FAM194A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
FAM194B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM195A	57	0	0	0	0	0	7	79	0	0	0	0	0	0	0	0	0	0	0	0	161	30	112	25	161	177	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	0	21	0	16	0	2	40	45	0	45	0	0	0	0	0	0	17	0	335	118	0	49	5	87	176	6
FAM195B	0	0	0	0	0	50	1	197	0	33	0	0	0	0	0	23	0	0	17	22	40	0	0	0	0	0	0	8	0	0	0	150	39	0	0	176	0	0	0	6	0	0	2	0	150	0	0	0	0	0	0	5	29	0	27	33	0	170	24	0	17	56	0	0	52	175	3	66	27	90	118	167	110	1
FAM196A	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	19	0	0	0	0	0	26	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM196B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM198A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM198B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	40	80	376	196	471	316	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	41	577	228	601	691	1	143	0	0	0	0	0	0	125	0	115	268	0	82	315	356	75	0
FAM199X	0	0	0	0	1	0	0	215	0	122	0	0	0	0	0	55	0	0	56	11	0	0	32	0	94	226	0	0	0	0	4	42	0	0	0	0	0	0	0	0	685	0	0	0	1	0	1	0	1	23	0	0	10	67	45	86	0	1	1	0	0	14	0	0	0	217	0	166	24	0	25	73	0	472
FAM19A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM19A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM19A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM19A4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
