Gene start (bp),Gene end (bp),Gene % GC content,Gene name,Gene type
37996770,38005606,56.84,FHL3,protein_coding
67229387,67247481,56.45,FHOD1,protein_coding
36297714,36780055,43.06,FHOD3,protein_coding
130902438,130939286,59.17,FIBCD1,protein_coding
109690609,109878098,40.30,FIG4,protein_coding
99828811,100114513,38.55,FILIP1L,protein_coding
35618460,35620865,63.97,FJX1,protein_coding
1368977,1393164,45.46,FKBP1A,protein_coding
24049701,24063681,48.23,FKBP1B,protein_coding
45115599,45135319,40.63,FKBP3,protein_coding
18531751,18544077,56.64,FKBP8,protein_coding
17212212,17237188,53.29,FLCN,protein_coding
128686535,128813267,46.48,FLI1,protein_coding
58008398,58172251,46.61,FLNB,protein_coding
28879335,28897733,54.43,FLOT2,protein_coding
28003274,28100592,43.22,FLT3,protein_coding
180601506,180649624,60.24,FLT4,protein_coding
75578620,75663214,45.48,FLVCR2,protein_coding
2883213,2899382,51.45,FLYWCH2,protein_coding
152335174,152649826,40.57,FMNL2,protein_coding
171314183,171342084,40.13,FMO4,protein_coding
203340628,203351758,50.22,FMOD,protein_coding
147911919,147951125,36.37,FMR1,protein_coding
215360440,215436073,39.39,FN1,protein_coding
82735615,82751196,51.26,FN3K,protein_coding
82716706,82730328,53.21,FN3KRP,protein_coding
93448118,93554661,37.34,FNBP1L,protein_coding
27491883,27495200,57.44,FNDC4,protein_coding
32862268,32872482,54.01,FNDC5,protein_coding
131641714,131797063,37.77,FNIP1,protein_coding
64986895,65062652,43.81,FNTB,protein_coding
20658309,20995955,36.92,FOCAD,protein_coding
75278826,75282230,54.04,FOS,protein_coding
28392448,28417317,51.81,FOSL2,protein_coding
73444827,73448777,54.97,FOXD1,protein_coding
170105897,170109734,53.96,FOXI1,protein_coding
8032716,8055517,47.53,FOXJ2,protein_coding
82519713,82644662,49.72,FOXK2,protein_coding
2857680,2877174,48.09,FOXM1,protein_coding
48314637,48379295,36.31,FOXN2,protein_coding
89124871,89619149,44.31,FOXN3,protein_coding
40555667,40666641,42.00,FOXO1,protein_coding
108559835,108684774,41.71,FOXO3,protein_coding
70954708,71583989,41.11,FOXP1,protein_coding
114086327,114693772,34.83,FOXP2,protein_coding
36487190,36507043,52.63,FOXRED2,protein_coding
74198238,74234086,34.31,FPGT,protein_coding
93667883,93702592,34.84,FRA10AC1,protein_coding
97319271,97321915,62.31,FRAT1,protein_coding
97332497,97334729,60.32,FRAT2,protein_coding
189944765,189967182,35.99,FRG1,protein_coding
189940870,189963202,35.88,FRG1,protein_coding
189940870,189963202,35.88,FRG1,protein_coding
189940870,189963202,35.88,FRG1,protein_coding
115931149,116060891,36.89,FRK,protein_coding
83242990,83538546,41.56,FRMD3,protein_coding
69168782,69542583,41.41,FRMD4B,protein_coding
65386621,65413525,56.25,FRMD8,protein_coding
37650954,37746904,44.17,FRMPD1,protein_coding
99703970,99766635,38.20,FRRS1,protein_coding
69470349,69579793,37.90,FRS2,protein_coding
31846713,32299125,39.24,FRY,protein_coding
48497357,48780322,36.94,FRYL,protein_coding
4304598,4323843,54.72,FSD1,protein_coding
105447796,105552433,37.37,FSD1L,protein_coding
39588357,39782841,38.59,FSIP1,protein_coding
676392,683392,64.93,FSTL3,protein_coding
133196455,133612541,46.68,FSTL4,protein_coding
61959718,61967634,50.40,FTH1,protein_coding
48965309,48966879,55.82,FTL,protein_coding
53701692,54158512,40.20,FTO,protein_coding
77944055,77979110,36.32,FUBP1,protein_coding
23845077,23868290,45.70,FUCA1,protein_coding
155025980,155060304,39.83,FUNDC2,protein_coding
90868588,90883564,58.50,FURIN,protein_coding
48748011,48755390,55.87,FUT1,protein_coding
94543921,94549895,48.89,FUT4,protein_coding
65410592,65744121,37.41,FUT8,protein_coding
35138824,35143109,61.01,FXYD1,protein_coding
35154730,35169881,49.86,FXYD5,protein_coding
117836976,117877486,48.09,FXYD6,protein_coding
45917899,45995824,47.08,FYCO1,protein_coding
111660332,111873452,42.42,FYN,protein_coding
91264433,91271326,47.62,FZD1,protein_coding
3506311,3538334,60.67,FZR1,protein_coding
151771045,151812911,39.46,G3BP1,protein_coding
75641849,75724589,41.68,G3BP2,protein_coding
80101556,80119881,58.33,GAA,protein_coding
78215293,78418348,41.71,GAB2,protein_coding
154675249,154751583,40.81,GAB3,protein_coding
10212458,10223128,44.11,GABARAPL1,protein_coding
75566375,75577881,47.12,GABARAPL2,protein_coding
25734570,25772460,36.67,GABPA,protein_coding
161847063,161899981,34.99,GABRA1,protein_coding
26543546,26939539,41.34,GABRB3,protein_coding
151953124,151974680,46.86,GABRE,protein_coding
152637895,152657542,48.30,GABRQ,protein_coding
170813213,170861151,45.82,GAD1,protein_coding
67685201,67688334,52.65,GADD45A,protein_coding
12953119,12957223,54.98,GADD45GIP1,protein_coding
49599025,49608536,42.97,GAGE1,protein_coding
30554635,30574665,53.70,GAL3ST1,protein_coding
100159244,100168617,52.79,GAL3ST4,protein_coding
75751594,75765236,60.16,GALK1,protein_coding
154190730,154420984,44.29,GALNT10,protein_coding
152025674,152122340,41.23,GALNT11,protein_coding
98807670,98850081,45.52,GALNT12,protein_coding
30910467,31155202,46.29,GALNT14,protein_coding
165747588,165794659,37.05,GALNT3,protein_coding
157257705,157318491,39.11,GALNT5,protein_coding
51351247,51392867,49.89,GALNT6,protein_coding
42273233,42356935,40.50,GANC,protein_coding
125261794,125367207,42.11,GAPVD1,protein_coding
127224265,127393660,43.30,GARNL3,protein_coding
33508081,33521016,43.27,GART,protein_coding
33503931,33543491,41.63,GART,protein_coding
29306582,29312785,64.97,GAS2L1,protein_coding
9910606,10198606,47.97,GAS7,protein_coding
48786562,48794311,54.46,GATA1,protein_coding
128479427,128493201,60.46,GATA2,protein_coding
8045378,8075198,51.55,GATA3,protein_coding
92447482,92460075,41.76,GATAD1,protein_coding
153821956,153845579,44.67,GATAD2B,protein_coding
153789030,153923360,45.03,GATAD2B,protein_coding
155249852,155260266,51.63,GBA,protein_coding
155234452,155244699,51.52,GBA,protein_coding
35736866,35749228,50.70,GBA2,protein_coding
102245371,102382899,43.62,GBF1,protein_coding
133152948,133163933,54.87,GBGT1,protein_coding
89051882,89065360,37.94,GBP1,protein_coding
89106132,89150456,38.00,GBP2,protein_coding
89364059,89388160,38.88,GBP6,protein_coding
162318840,162371595,36.25,GCA,protein_coding
127580628,127593611,52.06,GCC1,protein_coding
75652000,75710985,36.39,GCFC2,protein_coding
54842008,54902826,42.21,GCH1,protein_coding
40764068,40767708,57.26,GCHFR,protein_coding
53497341,53616970,40.16,GCLC,protein_coding
76419850,76651203,41.98,GCNT1,protein_coding
10492223,10629368,43.51,GCNT2,protein_coding
10492223,10629368,43.51,GCNT2,protein_coding
57591908,57714745,41.36,GCOM1,protein_coding
81081945,81096395,43.85,GCSH,protein_coding
117863485,117929621,36.54,GDAP2,protein_coding
18374731,18389176,51.93,GDF15,protein_coding
154436913,154443467,59.79,GDI1,protein_coding
30104810,30113537,53.57,GDPD3,protein_coding
75434640,75525941,53.42,GDPD5,protein_coding
94249253,94262350,44.20,GEM,protein_coding
744421,753999,56.14,GEMIN4,protein_coding
38751534,38785002,45.01,GEMIN6,protein_coding
45079195,45091518,50.44,GEMIN7,protein_coding
89993593,89994321,53.77,GEMIN8P4,processed_pseudogene
17753858,17788946,35.88,GEN1,protein_coding
1984193,1987749,61.06,GFER,protein_coding
132944000,132991687,49.15,GFI1B,protein_coding
158644527,158695581,36.92,GFM1,protein_coding
69319780,69387250,39.51,GFPT1,protein_coding
116056925,116276803,44.04,GFRA1,protein_coding
23463542,23521995,47.76,GGA2,protein_coding
30496621,30504841,40.54,GGCT,protein_coding
63014881,63039407,39.09,GGH,protein_coding
235327350,235344532,43.08,GGPS1,protein_coding
34844720,34872856,49.04,GGT7,protein_coding
91775944,91781169,52.47,GGT8P,unprocessed_pseudogene
42423439,42721878,38.50,GHR,protein_coding
232697299,232860605,39.44,GIGYF2,protein_coding
150716606,150724284,45.70,GIMAP1,protein_coding
150685697,150693641,44.17,GIMAP2,protein_coding
85676198,85690073,49.77,GINS2,protein_coding
58295080,58406147,41.93,GINS3,protein_coding
41529218,41545030,46.73,GINS4,protein_coding
109929802,109996389,43.44,GIT2,protein_coding
121435595,121449727,40.24,GJA1,protein_coding
89896812,89924103,43.01,GJA10,protein_coding
89894469,89921760,43.01,GJA10,protein_coding
34792999,34795747,59.33,GJA4,protein_coding
99923266,99929620,42.56,GJC3,protein_coding
30653359,30731462,38.63,GK,protein_coding
165277812,165279679,44.06,GK3P,protein_coding
83739425,83829516,38.75,GKAP1,protein_coding
101393273,101408012,42.80,GLA,protein_coding
32996609,33097202,44.02,GLB1,protein_coding
7968796,8094272,36.70,GLCCI1,protein_coding
6532467,6645729,44.29,GLDC,protein_coding
128504655,128543874,45.42,GLE1,protein_coding
74447427,74607144,42.38,GLG1,protein_coding
41960949,42264100,41.70,GLI3,protein_coding
75480753,75503863,37.72,GLIPR1,protein_coding
75391089,75432688,34.94,GLIPR1L2,protein_coding
36136536,36163913,51.06,GLIPR2,protein_coding
4314761,4339597,62.05,GLIS2,protein_coding
4314761,4339597,62.05,GLIS2,protein_coding
48761747,48773648,45.40,GLOD5,protein_coding
95751319,95822726,41.08,GLRX,protein_coding
193090866,193106114,39.59,GLRX2,protein_coding
190880821,190965552,35.11,GLS,protein_coding
52694486,52706032,44.50,GLT8D1,protein_coding
87050202,87094843,42.02,GLUD1,protein_coding
182378098,182392206,46.71,GLUL,protein_coding
58905398,59043527,39.86,GLYATL1,protein_coding
58834065,58904215,39.11,GLYATL2,protein_coding
151212150,151270440,47.41,GM2A,protein_coding
1623806,2245605,40.77,GMDS,protein_coding
63587602,63627101,53.45,GMEB2,protein_coding
54474484,54489026,36.63,GMFB,protein_coding
39328353,39342372,51.10,GMFG,protein_coding
19629476,19643657,56.13,GMIP,protein_coding
24774931,24786099,36.82,GMNN,protein_coding
219498865,219513898,57.41,GMPPA,protein_coding
16238587,16295549,47.82,GMPR,protein_coding
24232421,24239241,46.62,GMPR2,protein_coding
24232422,24239242,46.62,GMPR2,protein_coding
65009289,65056740,40.06,GNA13,protein_coding
77423079,77648322,42.21,GNA14,protein_coding
3136033,3163749,52.65,GNA15,protein_coding
109548615,109600195,38.65,GNAI3,protein_coding
11689264,11885685,44.12,GNAL,protein_coding
56191390,56357444,49.47,GNAO1,protein_coding
77716097,78031811,39.18,GNAQ,protein_coding
50191610,50197696,58.96,GNAT1,protein_coding
23070519,23125032,57.36,GNAZ,protein_coding
179396088,179451476,39.07,GNB4,protein_coding
52115100,52191392,45.39,GNB5,protein_coding
93921735,93928610,38.37,GNG11,protein_coding
67701475,67833467,41.55,GNG12,protein_coding
2511219,2702694,52.24,GNG7,protein_coding
46634076,46634685,67.87,GNG8,protein_coding
52681156,52694497,43.19,GNL3,protein_coding
141991749,142013041,44.88,GNPDA1,protein_coding
44682200,44726588,33.84,GNPDA2,protein_coding
25419258,25424654,39.76,GNRH1,protein_coding
37243177,37366751,37.82,GOLGA4,protein_coding
92794305,92839947,39.58,GOLGA5,protein_coding
97849843,97871580,49.35,GOLGA7B,protein_coding
34525095,34588503,47.06,GOLGA8B,protein_coding
86026146,86100173,45.43,GOLM1,protein_coding
32124716,32174319,41.09,GOLPH3,protein_coding
21501781,21518408,35.99,GOLT1B,protein_coding
170532131,170553834,36.30,GORAB,protein_coding
39096599,39107863,55.21,GORASP1,protein_coding
46923075,46975524,47.31,GOSR2,protein_coding
4932277,4935023,55.95,GP1BA,protein_coding
20309574,20327808,45.17,GP2,protein_coding
55021820,55046379,48.31,GP6,protein_coding
55013705,55038264,48.31,GP6,protein_coding
129060779,129062406,63.33,GP9,protein_coding
112149865,112215377,39.93,GPAM,protein_coding
96021946,96039451,55.41,GPAT2,protein_coding
33080899,33130542,45.71,GPATCH1,protein_coding
217426992,217631090,36.36,GPATCH2,protein_coding
26890488,26900467,50.12,GPATCH3,protein_coding
133300103,133415489,41.25,GPC4,protein_coding
156435290,156613735,37.90,GPD2,protein_coding
24424565,24495205,43.49,GPLD1,protein_coding
26876132,26890283,48.73,GPN2,protein_coding
23235967,23275108,41.79,GPNMB,protein_coding
206175316,206218047,42.80,GPR1,protein_coding
206175316,206218047,42.80,GPR1,protein_coding
6729914,6737603,60.38,GPR108,protein_coding
1044546,1059261,58.77,GPR146,protein_coding
6247353,6261098,60.53,GPR153,protein_coding
6821624,6829972,61.54,GPR162,protein_coding
151197832,151203216,36.86,GPR171,protein_coding
99254732,99261744,37.46,GPR18,protein_coding
94601857,94634661,36.55,GPR180,protein_coding
99294539,99307399,38.07,GPR183,protein_coding
230907318,230961066,48.83,GPR55,protein_coding
91232532,91253925,51.90,GPR68,protein_coding
53852912,53859967,44.83,GPR75,protein_coding
94377316,94401419,44.97,GPR83,protein_coding
151294086,151316820,39.86,GPR87,protein_coding
145607988,145670650,38.91,GPR89A,protein_coding
12891559,12917937,46.32,GPRC5A,protein_coding
12940775,12952147,42.94,GPRC5D,protein_coding
176595802,176610156,55.41,GPRIN1,protein_coding
7314361,7318601,56.28,GPS2,protein_coding
7311324,7315564,56.28,GPS2,protein_coding
46884362,46931289,51.98,GPT2,protein_coding
49357176,49358353,62.31,GPX1,protein_coding
64939152,64942905,47.98,GPX2,protein_coding
151020438,151028992,53.03,GPX3,protein_coding
1103926,1106791,69.47,GPX4,protein_coding
55160167,55167297,38.84,GPX8,protein_coding
39901084,39973721,44.48,GRAP2,protein_coding
50590063,50793462,45.52,GRB10,protein_coding
164492417,164621482,37.01,GRB14,protein_coding
39737927,39747291,59.10,GRB7,protein_coding
21242242,21525417,40.54,GREB1L,protein_coding
32798311,32814964,43.48,GREM1,protein_coding
32248744,32275846,41.45,GREM1,protein_coding
32718004,32745106,41.45,GREM1,protein_coding
101492439,101669726,40.92,GRHL2,protein_coding
24319357,24364482,51.01,GRHL3,protein_coding
37422666,37436990,53.09,GRHPR,protein_coding
153489615,153813869,41.18,GRIA1,protein_coding
92303966,93810157,34.82,GRID2,protein_coding
41998321,42069498,51.51,GRIK5,protein_coding
9753404,10182928,42.06,GRIN2A,protein_coding
48393668,48444931,52.92,GRIN2D,protein_coding
14489107,14556075,52.35,GRIP2,protein_coding
2963571,3040760,46.40,GRK4,protein_coding
119207571,119459745,50.47,GRK5,protein_coding
149345430,149354583,41.28,GRPEL2,protein_coding
113324163,113364148,52.02,GRTP1,protein_coding
48445841,48457022,55.81,GRWD1,protein_coding
39904595,39919854,48.85,GSDMB,protein_coding
119821321,120094994,37.20,GSK3B,protein_coding
11868128,11916082,42.29,GSPT1,protein_coding
34928432,34956027,46.44,GSS,protein_coding
52791371,52803860,40.45,GSTA1,protein_coding
105708778,105847725,35.68,GSTCD,protein_coding
109668022,109709551,46.70,GSTM2,protein_coding
109656099,109674836,49.95,GSTM4,protein_coding
104235356,104267459,41.43,GSTO1,protein_coding
67583742,67586656,62.26,GSTP1,protein_coding
24033952,24042493,52.24,GSTT1,protein_coding
77320996,77331597,54.28,GSTZ1,protein_coding
143938068,144332568,36.87,GTDC1,protein_coding
81175452,81221377,37.75,GTF2A1,protein_coding
59638062,59657541,39.73,GTF2A2,protein_coding
88852633,88891944,39.79,GTF2B,protein_coding
30578318,30658236,39.43,GTF2E2,protein_coding
18322295,18367045,40.71,GTF2H1,protein_coding
18322295,18367045,40.71,GTF2H1,protein_coding
70376388,70411404,38.45,GTF2H2,protein_coding
69559974,69592641,38.32,GTF2H2,protein_coding
71032670,71067689,38.44,GTF2H2,protein_coding
70415352,70448015,38.34,GTF2H2B,transcribed_unprocessed_pseudogene
69560191,69595221,38.42,GTF2H2C,protein_coding
123633739,123662604,42.85,GTF2H3,protein_coding
75092573,75149817,46.64,GTF2IRD2B,protein_coding
73242751,73280119,46.00,GTF2IRD2P1,transcribed_unprocessed_pseudogene
27325849,27357034,46.39,GTF3C2,protein_coding
133030675,133058503,51.81,GTF3C5,protein_coding
110958706,110967890,45.08,GTF3C6,protein_coding
38705742,38738299,51.11,GTPBP1,protein_coding
43605316,43629264,46.71,GTPBP2,protein_coding
17334920,17342731,56.99,GTPBP3,protein_coding
988434,1019932,46.88,GTPBP4,protein_coding
112990984,113015060,37.06,GTPBP8,protein_coding
46296870,46330810,50.08,GTSE1,protein_coding
54455950,54473602,39.63,GTSF1,protein_coding
14612632,14696599,39.57,GUCY2C,protein_coding
188291669,188595931,35.36,GULP1,protein_coding
65960684,65982215,51.96,GUSB,protein_coding
72888046,72998138,43.27,GXYLT2,protein_coding
144109303,144140751,36.61,GYPA,protein_coding
143996104,144019380,37.19,GYPB,protein_coding
126656133,126696667,50.19,GYPC,protein_coding
143870864,143905563,37.75,GYPE,protein_coding
23362182,23373062,44.84,GZF1,protein_coding
104728094,104859919,37.39,HACE1,protein_coding
26190635,26244672,41.91,HADHA,protein_coding
26243170,26290465,41.22,HADHB,protein_coding
1795620,1827157,53.32,HAGH,protein_coding
19254756,19262804,58.50,HAPLN4,protein_coding
42548828,42569994,42.08,HAUS2,protein_coding
22946228,22957161,45.59,HAUS4,protein_coding
35612735,35625355,54.42,HAUS5,protein_coding
19053141,19102904,39.60,HAUS6,protein_coding
153447668,153495516,58.62,HAUS7,protein_coding
17049729,17075625,49.64,HAUS8,protein_coding
157085832,157142869,42.36,HAVCR2,protein_coding
5225464,5229395,37.64,HBB,protein_coding
5232678,5243657,38.32,HBD,protein_coding
5248269,5249857,47.33,HBG1,protein_coding
5253188,5505605,38.97,HBG2,protein_coding
107168961,107202522,37.95,HBP1,protein_coding
107168961,107202522,37.95,HBP1,protein_coding
134960378,135103056,36.66,HBS1L,protein_coding
122726076,122730844,48.94,HCAR1,protein_coding
11111301,11123086,42.97,HCCS,protein_coding
32052197,32101856,48.11,HCK,protein_coding
121631399,121660927,41.45,HCLS1,protein_coding
155292987,155305252,53.79,HCN3,protein_coding
155277463,155289848,53.94,HCN3,protein_coding
141620876,141636849,45.22,HDAC3,protein_coding
44076746,44123702,55.66,HDAC5,protein_coding
48801377,48824982,50.55,HDAC6,protein_coding
47782722,47833132,54.88,HDAC7,protein_coding
50241947,50265965,46.39,HDC,protein_coding
90929968,90935196,55.90,HDDC3,protein_coding
47107408,47150500,38.66,HDHD2,protein_coding
236549005,236604516,38.52,HEATR1,protein_coding
50065970,50107272,42.46,HEATR3,protein_coding
31291788,31420550,39.34,HEATR5A,protein_coding
60041008,60078922,40.88,HEATR6,protein_coding
12974870,13000265,43.51,HEBP1,protein_coding
31100112,31207804,39.35,HECTD1,protein_coding
94501434,94613905,38.96,HELLS,protein_coding
67070444,67245989,38.17,HELZ,protein_coding
97926791,97944856,39.24,HEMGN,protein_coding
50569152,50596168,53.84,HEMK1,protein_coding
108648290,108661526,41.28,HENMT1,protein_coding
124919205,124936412,46.80,HEPACAM,protein_coding
66162671,66268867,38.49,HEPH,protein_coding
124919244,124920677,51.12,HEPN1,protein_coding
63608618,63833948,38.81,HERC1,protein_coding
28320122,28322152,47.81,HERC2,protein_coding
28110217,28435080,43.57,HERC2,protein_coding
28111040,28322179,43.75,HERC2,protein_coding
22497423,22593430,42.64,HERC2P2,transcribed_unprocessed_pseudogene
